Language name,Glottocode,ISO code,Latitude,Longitude,Numeral system,Numeral subsystem,Notes,Formation of 5,Formation of 10,Formation of 15,Formation of 20,Formation of 40,Evidence of binary counting?,Evidence of ternary counting?,Evidence of quaternary counting?,Evidence of quinary counting?,Evidence of senary counting?,Evidence of decimal counting?,Evidence of vigesimal counting?,Evidence of a body-part tallying system?,Documentation of a hand word used somewhere? (Papuan languages only),Family,"Ancient, creolized, simplified, standardized, or diasporic variety of another language?",Family-majority system,Family type,On the New Guinea mainland?,Nation,Subregion,Datasets,Number of sources,Dialects included
Riantana,rian1263,ran,-7.50746,138.484,senary,senary,7 to 11 = n + x,5 (?),4 + x,unknown,y 2 (6 ⋅ 2?),unknown,no,no,no,no,yes,no,yes,_,_,Kolopom,_,senary,Papuan,no,Indonesia,Papua Province,barlowpacific,1,_
Ribun,ribu1241,rir,0.32189,110.207,decimal,decimal modified,"subtraction for 9 ?; 10, 1000 distinct",5,1 ⋅ 10 (innovative?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Kalimantan,numerals,1,_
Ringgou,ring1244,rgu,-10.5515,123.311,decimal,decimal proper,12 = 10 + 2; 20 = 2 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,"barlowpacific, lexirumah",2,_
Ririo,riri1237,rri,-6.88927,156.92,decimal,decimal proper,11 to 19 = 10 + n,5,10 (innovative?),10 + 5,20 (innovative?),2 x,no,no,no,no,no,yes,yes,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Choiseul,"abvd, numerals",2,_
Riuk Bekati',beka1241,bei,1.3307,109.576,decimal,decimal modified,subtraction for 9 ?; 20 = 2 ⋅ 10; 50 = 5 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Kalimantan,abvd,1,_
Riung,riun1237,riu,-8.60342,121.122,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,barlowpacific,1,_
Roma,roma1332,rmm,-7.58643,127.428,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Romblomanon,romb1245,rol,12.4047,122.56,decimal,decimal proper,"10, 100, 1000 distinct",5,10,borrowed from Spanish,borrowed from Spanish,borrowed from Spanish,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Mimaropa,"abvd, numerals",2,_
Romkun,romk1240,rmk,-4.58919,144.689,binary,binary proper,3 = 2 + 1; variation in forms for 4 (but always x + x); 5 contains hand?,hand 1 (?),unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,yes,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (4x),4,_
Rongga,rong1269,ror,-8.84604,120.702,decimal,decimal modified,"(quinary) addition for 6 (5 + 1), 7 (5 + 2); multiplication for 8 (2 ⋅ 4); subtraction for 9; 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,maybe,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,"lexirumah, numerals",2,_
Ronji,ronj1237,roe,-5.80782,146.731,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 = one hand; or, pure binary even into higher numerals",2 + 2 + 1 or hand part or hand part 1 (?),hand 2 (?) or hand part 2 (?),unknown,man 1 hand foot,unknown,yes,no,no,maybe,no,insufficient data,maybe,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,"abvd, barlowpacific (2x), numerals",4,_
Roon,roon1237,rnn,-2.43005,134.556,quinary,quinary,simplex 6; 7 to 8 = x + n (x = 6); or decimal?,5,1 ⋅ 10 or 6 + 5 (?),1 ⋅ 10 + 5,20 (man?),20 ⋅ 2,no,no,no,yes,no,maybe,yes,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,West Papua Province,"abvd, barlowpacific, numerals (2x)",4,_
Rotokas,roto1249,roo,-5.94339,155.154,quinary,quinary,5 = hand; 6 to 9 = n + x,hand,1 ⋅ 10 (?),1 ⋅ 10 + hand,2 ⋅ 10 (?),4 ⋅ 10 (?),no,no,no,yes,no,yes,no,_,yes,North Bougainville,_,quinary,Papuan,no,Papua New Guinea,Bougainville,"barlowpacific (2x), numerals (2x)",4,_
Rotuman,rotu1241,rtm,-12.5008,177.066,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Fiji,Rotuma,"abvd, ids, numerals",3,_
Roviana,rovi1238,rug,-8.20493,157.408,decimal,decimal proper,11 to 19 = 10 + n,5,10 x (innovative?),10 + 5,20 x (innovative?),4 ⋅ 10 (different form),no,no,no,no,no,yes,maybe,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Western (Solomons),"abvd, numerals",2,_
Rukai,ruka1240,dru,22.7738,120.844,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 4,10 ⋅ 2 (innovative?) ,10 ⋅ 4 (innovative?) ,no,no,no,no,no,yes,no,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,"abvd (8x), numerals (2x)",10,_
Rumu,rumu1243,klq,-7.17149,144.179,quinary,quinary,5 = thumb (or contains hand); 10 = 5 ⋅ 2,thumb ; hand x,hand x 2 ; palm 2,unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,yes,Turama-Kikori,_,_,Papuan,yes,Papua New Guinea,Gulf,barlowpacific (2x),2,_
Rungus,rung1259,drg,6.83989,116.743,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sabah,"barlowpacific, numerals",2,_
Sa,saaa1241,sax,-15.9534,168.228,quinary,quinary,6 to 9 = x + n; decimal system used in some “kastom” villages,5 or x 5,1 ⋅ 10 or 10 ⋅ 1,10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Pentecost,"abvd (5x), barlowpacific (2x), numerals (2x)",9,_
Sa'a,saaa1240,apb,-9.60258,161.467,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 or 10 (innovative?),10 + 5 (innovative?),2 ⋅ 10 x (innovative?),4 ⋅ 10 (innovative?),no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Makira,"abvd (5x), numerals (3x)",8,"ukin1237, ulaw1237"
Sa'ban,saba1265,snv,3.58723,115.664,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,North Kalimantan,numerals,1,_
Saaroa,saar1237,sxr,23.2632,120.711,decimal,decimal proper,11 to 19 = 10 + n or 11 to 19 = x + n,5,10 or 10 10 [sic] (?) (innovative?),10 + 5 or x + 5,10 ⋅ 2 ⋅ 10 (different form) ,10 ⋅ 4 ⋅ 10 (different form) ,no,no,no,no,no,yes,no,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,"abvd (2x), numerals (2x)",4,_
Sabah Bisaya,saba1267,bsy,5.30433,115.512,decimal,decimal proper,11 = 10 + 1; 20 = 2 ⋅ 10,5,10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sabah,barlowpacific (3x),3,_
Sabah Malay,saba1263,msi,4.64808,117.024,decimal,decimal modified,"subtraction for 8, 9; 11 = 1 + x or 10 + 1; 12 = 2 + x or 10 + 2",5,1 ⋅ 10,5 + x,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,Malay variety?,decimal,Austronesian,no,Malaysia,Sabah,barlowpacific,1,_
Saep,saep1240,spd,-5.64812,146.078,quinary,quinary,binary element? (3 may derive from 2 + x); 5 contains hand; 6 to 9 = 5 + n,hand,hand 2,hand 2 foot,man dead,man 2 deal,maybe,no,no,yes,no,no,yes,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific (2x), numerals",3,_
Safeyoka,safe1240,apz,-7.05417,146.09,binary,binary proper,3 = 2 + x; 4 = 2 + 2; 5 = hand half all,hand half all or hand all,hand all or hand 2 all,hand all foot half,foot hand all,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Angan,_,binary,Papuan,yes,Papua New Guinea,Morobe,barlowpacific (3x),3,_
Sahu,sahu1245,saj,1.00742,127.493,quinary,quinary,"simplex 6 and 9; 7 = x + 2, 8 = x + 3; 9 is likely < Austronesian; 11 to 19 = 10 + n",1 ⋅ 5 (?),10 ⋅ 1,10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,North Halmahera,_,quinary,Papuan,no,Indonesia,North Maluku,"abvd, numerals",2,_
Saisiyat,sais1237,xsy,24.6043,121.067,decimal,decimal modified,(senary) addition for 7 (6 + 1); multiplication for 8 (2 ⋅ 4); subtraction for 9; 11 to 19 = 10 + n,5 (innovative?),10 (innovative?),10 + 5,1 person,x ⋅ 4,no,no,no,no,maybe,yes,maybe,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,"abvd (3x), numerals (2x)",5,_
Sajau-Latti,saja1241,sjb,2.43432,117.401,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Kalimantan,_,0,_
Sakam,saka1292,skm,-6.18726,146.702,binary,binary+3,"4 = 2 + 2; quinary starting at 5; very unusual digit-tally system, in which the nostrils are included (as 11 and 12), thus culminating as 22, not 20, as a complete person; alternative (recently invented) system in which 6 through 9 are named after objects that resemble the Arabic numerals",hand side,hand finished hand finished,leg side 3,unknown,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,"barlowpacific, numerals (2x)",3,_
Sakizaya,saki1247,szy,24.026316,121.531394,decimal,decimal proper,11 to 19 = x + n,5,1 ⋅ 10,x + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,numerals,1,_
Salas,sala1269,sgu,-3.14654,130.53,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,_,0,_
Salawati,made1253,xmx,-1.05325,130.833,decimal,decimal proper,11 = 10 + 1; 20 = 10 ⋅ 2,5,10 (innovative?),unknown,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,West Papua Province,"barlowpacific, numerals",2,_
Saleman,sale1244,sau,-2.82548,129.427,decimal,decimal proper,1 through 10 < PAN; numerals above 10 unknown,5,10 ⋅ 1 (innovative?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,numerals,1,_
Saliba,sali1295,sbe,-10.6148,150.727,quinary,quinary,6 to 9 = 5 + n,5 (innovative?) (< digits?),10 (innovative?),10 + 5,man 1 die (?),man 2 die,no,no,no,yes,no,maybe,yes,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Milne Bay,"abvd (2x), numerals (2x)",4,_
Salt-Yui,salt1242,sll,-6.26519,145.021,binary,binary proper,"3 = 2 + x, 4 = 2 + 2; 5 contains hand?; quinary starting at 5",hand part,hand part part,unknown,unknown,unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Chimbu-Wahgi,_,binary,Papuan,yes,Papua New Guinea,Simbu,"barlowpacific, numerals",2,_
Saluan,salu1253,loe,-2.748,121.3,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sulawesi,numerals (2x),2,_
Sam,samm1244,snx,-5.55572,145.813,binary,binary+3,"4 = 2 + 2; ternary elements? (6 = 3 + 3, 7 = 2 + 2 + 3, 6 = hand + 1 + 3); 5 contains hand",hand 1,hand 2,hand 2 hand 1,hand 2 + 2,2 2 hand 2 2 [sic],yes,maybe,no,maybe,no,no,no,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific (2x), numerals",3,_
Samarokena,sama1240,tmj,-1.84878,138.34,quinary,quinary,6 to 9 = x + n,5 (?),5 + 5,unknown,person 1 (?),person 2 (?),no,no,no,yes,no,no,yes,_,_,Greater Kwerba,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (2x), numerals",3,_
Samberigi,samb1321,ssx,-6.7028,143.951,unknown,unknown,body tally (5 = thumb); it looks like it has been restructured with quinary elements,thumb or hand 1,radius or hand 2,collarbone,unknown,unknown,no,no,no,maybe,no,no,insufficient data,yes,yes,Enga-Kewa-Huli,_,_,Papuan,yes,Papua New Guinea,Southern Highlands,barlowpacific (2x),2,_
Samo,samo1303,smq,-6.15496,142.195,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand; or body tally",2 + 2 + 1 or hand across or thumb,hand across 2 or ear or 10 (?),elbow,hand across many,unknown,yes,no,no,maybe,no,maybe,insufficient data,yes,yes,East Strickland,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),"barlowpacific, numerals (2x)",3,_
Samoan,samo1305,smo,-13.92,-171.83,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 1 ⋅ 10,4 ⋅ 1 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Samoa,Samoa,"abvd, googleuninum, numerals",3,_
Samosa,samo1306,swm,-5.01391,145.537,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Sangar,sang1334,_,-8.376,118.29287,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Nusa Tenggara,_,0,_
Sanggau,sang1339,scg,-0.13152,110.404,decimal,decimal modified,"subtraction for 9 ?; 10, 1000 distinct",5,1 ⋅ 10 (?) ; 10 (innovative?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Kalimantan,numerals (2x),2,_
Sangil,sang1337,snl,5.40229,125.378,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Davao,"abvd, numerals",2,_
Sangir,sang1336,sxn,3,125.5,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Southeast Sulawesi,"abvd (2x), barlowpacific (12x), numerals (2x)",16,_
Saniyo-Hiyewe,sani1270,sny,-4.4376,142.369,binary,binary proper,"3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; also body tally",2 + 2 + x or little finger,shoulder,eye,elbow (?),unknown,yes,no,no,no,no,no,insufficient data,yes,_,Sepik,_,binary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (2x),2,_
Saparua,sapa1251,spr,-3.58314,128.639,decimal,decimal proper,11 to 19 = 10 + n,5,10 ⋅ 1,10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"barlowpacific (3x), numerals",4,_
Saponi,sapo1254,spi,-2.49694,139.5,unknown,unknown,no data past 10; data unclear (4 = 5); 6 to 9 look derived from quinary (possible Austronesian influence in forms?),4 (?),10 (?),unknown,unknown,unknown,no,no,no,maybe,no,maybe,insufficient data,_,_,Lakes Plain,_,binary,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Saposa,sapo1253,sps,-5.64103,154.732,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 1 ⋅ 10 or person (?),4 ⋅ 1 ⋅ 10,no,no,no,no,no,yes,maybe,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Bougainville,"abvd, barlowpacific (2x), numerals (2x)",5,_
Sar (Indonesia),sarr1247,_,-8.33,124.42,quinary,quinary,simplex 6; 7 to 9 = 5 + n,5 (?),10 ⋅ 1 (?),10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Timor-Alor-Pantar,_,decimal,Papuan,no,Indonesia,East Nusa Tenggara,"lexirumah, numerals",2,_
Sara Bakati',sara1329,sre,1.20403,109.6155,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Kalimantan,_,0,_
Sarangani Blaan,sara1326,bps,6.03691,125.354,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Davao,"abvd (2x), numerals",3,_
Sarangani Manobo,sara1327,mbs,5.84903,125.499,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2 (different form) ,10 ⋅ 4 (different form) ,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Davao,"abvd, numerals",2,_
Sarasira,sara1323,zsa,-6.18,146.4,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1,unknown,unknown,unknown,unknown,yes,no,no,no,insufficient data,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,"barlowpacific (2x), numerals (2x)",4,_
Sarudu,saru1242,sdu,-1.7094,119.349,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Sulawesi,"barlowpacific, numerals",2,_
Saruga,saru1243,sra,-5.08824,145.578,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Sasak,sasa1249,sas,-8.58349,116.284,decimal,decimal proper,11 to 19 = n + x,5,1 ⋅ 10,5 + x,2 ⋅ 10,4 ⋅ 10 (different form),no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Nusa Tenggara,"abvd, barlowpacific (2x), googleuninum, numerals",5,_
Satawalese,sata1237,stw,7.36084,147.038,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 (innovative?) or 10,1 ⋅ 10 + 5,2 ⋅ 10 (innovative?),4 ⋅ 10 (innovative?),no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Micronesia,Yap state,"abvd, numerals",2,_
Sauri,saur1251,srt,-2.33349,136.79,quinary,quinary,6 = x + 1,5 (?),unknown,unknown,unknown,unknown,no,no,no,yes,insufficient data,insufficient data,insufficient data,_,_,Geelvink Bay,_,quinary,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Sause,saus1247,sao,-3.16632,139.627,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; quinary starting at 5",1 ⋅ 5,2 ⋅ 5,unknown,unknown,unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,_,Sause,_,binary,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Sausi,saus1246,ssj,-5.6873,145.492,binary,binary+3,4 = 2 + 2; 5 contains hand?,hand x (?),hand 2 (?) or hand 2 x (?),unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Savosavo,savo1255,svs,-9.12853,159.814,decimal,decimal proper,11 to 19 = n + x,5 (?),10 (?),5 + 10,borrowed from Austronesian?,4 x,no,no,no,no,no,yes,no,_,_,Savosavo,_,decimal,Papuan,no,Solomon Islands,Central (Solomons),"abvd, numerals",2,_
Sawai,sawa1247,szw,0.51111,128.086,decimal,decimal proper,11 to 19 = 10 + n,5,10 ⋅ 1 (innovative?),10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,North Maluku,"barlowpacific (4x), lexirumah, numerals",6,_
Saweru,sawe1240,swr,-1.91473,136.296,quinary,quinary,6 to 9 = x + n,5 (?),10 (?),unknown,20 (?),unknown,no,no,no,yes,no,maybe,maybe,_,_,Yawa-Saweru,_,quinary,Papuan,no,Indonesia,Papua Province,barlowpacific,1,_
Sawi,sawi1257,saw,-5.99286,138.643,binary,binary proper,3 = x + 1 (?); 4 = 2 + 2 (?); possibly quinary starting at 5,hand 1,hand 2,hand 2 foot 1,hand 2 foot 2,unknown,yes,no,no,maybe,no,no,insufficient data,_,yes,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,numerals (2x),2,_
Sawila,sawi1256,swt,-8.29105,125.078,quinary,quinary,6 to 9 = 5 + n,5 (?),x 2 (?),x 2 + 5,x 2 ⋅ 2,x 2 ⋅ 4,no,no,no,yes,no,maybe,no,_,_,Timor-Alor-Pantar,_,decimal,Papuan,no,Indonesia,East Nusa Tenggara,"lexirumah, numerals",2,_
Seberuang,sebe1242,sbx,-0.02463,111.212,decimal,decimal modified,"subtraction for 8, 9; 30 = 3 ⋅ 10",5,1 ⋅ 10 ,unknown,2 ⋅ 10 (?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Kalimantan,numerals,1,_
Sebop,sebo1238,sib,3.42701,114.178,decimal,decimal modified,subtraction for 9 ?; 11 = 10 + 1; 12 = 10 + 2,5,1 ⋅ 10 (innovative?),unknown,2 ⋅ 1 ⋅ 10 (?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,"barlowpacific (5x), numerals",6,_
Sedoa,sedo1237,tvw,-1.37295,120.378,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,_,0,_
Seediq,taro1264,trv,23.9032,121.358,decimal,decimal modified,"multiplication for 6 (2 ⋅ 3), multiplication for 8 (2 ⋅ 4); 11 to 19 = 10 + n",5,10 ⋅ 1 (innovative?),10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,"abvd (5x), numerals (2x)",7,_
Segai,sega1243,sge,1.97695,116.954,decimal,decimal modified,"subtraction for 9 ?; 10, 100, 1000 distinct",5,10 (innovative?),10 + 5 (different form),2 ⋅ 10 (different form) ,4 ⋅ 10 (different form) ,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Kalimantan,"abvd, numerals (2x)",3,sega1244
Seget,sege1235,sbg,-1.36931,131.218,decimal,decimal proper,"3, 4, 6, 7, 8, 9 from Austronesian; 5 < ?; 10 is underived; numerals above 10 unknown",5 (?),10 (?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,West Bird's Head,_,quinary,Papuan,yes,Indonesia,West Papua Province,"barlowpacific, numerals",2,_
Seimat,seim1238,ssg,-1.2666667,144.25,quinary,quinary,5 contains hand; 6 to 9 = 5 + n,1 hand ,2 hand,3 hand,man 1,man 2,no,no,no,yes,no,no,yes,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Manus,"abvd (2x), barlowpacific (2x), numerals (2x)",6,_
Seit-Kaitetu,seit1239,hik,-3.6111,128.068,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,10 ⋅ 1 (innovative?),unknown,10 ⋅ 2 (innovative?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,barlowpacific,1,_
Sekapan,seka1248,skp,2.47567,113.562,decimal,decimal modified,subtraction for 9 ?; 11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,"barlowpacific, numerals",2,_
Sekar,seka1247,skz,-2.65849,132.469,decimal,decimal modified,"(senary) addition for 7 (x + 1), 8 (x + 2); subtraction for 9; 11 to 19 = 10 + n",5,10 ⋅ 1,10 + 5,man 1,man 2,no,no,no,no,maybe,yes,yes,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Papua Province,"abvd, lexirumah, numerals",3,_
Seke (Vanuatu),seke1241,ske,-15.8839,168.197,quinary,quinary,6 to 9 = 5 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Pentecost,"abvd (2x), numerals (2x)",4,_
